Timestamp,Do you use the standard library’s lock types (Mutex or RwLock) in any of your projects?,Do you use locks from outside the standard library (such as from antidote or parking_lot) in any of your projects?,Which of these is closest to how you acquire locks? (Select all that apply),Have you ever thought carefully about lock poisoning in your projects?,"If so, what do you want to happen when a lock is poisoned? (Select all that apply)",Do you think you’ve benefited from the standard library’s lock types providing poisoning by default?,Do you use the standard library’s lock types or their guards in the public API of any of your projects?,"If so, what’s an example of how the standard library’s lock or guard types appear in the public API of any of your projects? (Please keep accidental information leakage in mind here and consider replacing names with placeholders)",How much friction do you think would be involved in migrating any of your projects from the standard library’s poisoning lock types to a non-poisoning lock crate like antidote or parking_lot? (That would mean replacing .lock().unwrap() with .lock()),Why do you use locks from outside the standard library? (Select all that apply),Do you implement poisoning some other way?,"If so, what do you want to happen when data is poisoned? (Select all that apply)",Would you use a poisoning implementation from the standard library if it was independent of Mutex or RwLock?
2020/12/16 10:14:46 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,Yes,No,,None,,No,I want my program to terminate;I never want to access the data again,Yes
2020/12/16 10:15:25 AM GMT+11,No,Yes,.lock().unwrap(),No,I want to check and fix the data,No,No,,None,For performance;For no-std;For async/await,No,I want my program to terminate;I want to access the data again;I want to check and fix the data,No
2020/12/16 11:40:21 AM GMT+11,Yes,Yes,.lock()?,No,,No,Yes,,A manageable amount,For performance,No,,Yes
2020/12/16 12:26:20 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?;if let Ok(data) = lock.lock() { .. },No,I want my program to terminate,No,No,,A manageable amount,For performance;For async/await,,I want my program to terminate,No
2020/12/16 1:05:37 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I never want to access the data again,No,No,,A manageable amount,,No,,
2020/12/16 2:03:21 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I never want my program to terminate;I never want to access the data again,No,No,,A manageable amount,,,,
2020/12/16 3:41:58 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate,No,No,,A manageable amount,For performance,No,,No
2020/12/16 5:46:01 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want to check and fix the data,Yes,No,,A manageable amount,,,,Yes
2020/12/17 12:52:49 AM GMT+11,Yes,No,"match and log/report poison, usually pasing error to higher layer logic",Yes,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,,,,
2020/12/17 1:37:36 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,"I never want to access the data again;Depending on the data, I would want my program to terminate, but not necessarily in all cases.",Yes,No,,A manageable amount,For async/await,Yes,"I never want to access the data again;In our application, we use panic=abort to terminate the process to ""propagate"" the panic to all threads, but this may not be possible if you just want local lock poisoning and more control.",Yes
2020/12/17 4:50:19 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,Yes,Yes,,Too much,,,,Yes
2020/12/17 6:43:56 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,Yes,Mostly methods returning LockResult<WhateverGuard<T>>,A manageable amount,For performance;For RCU,No,,No
2020/12/17 7:58:11 AM GMT+11,Yes,No,.lock().unwrap(),No,I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,For async/await,No,,Yes
2020/12/17 12:07:48 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I want to check and fix the data,No,No,,A manageable amount,For async/await,No,,Yes
2020/12/17 12:22:55 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,None,,,,
2020/12/17 1:05:20 PM GMT+11,Yes,Yes,.lock()?,No,I want my program to terminate,No,No,,A manageable amount,For async/await,No,I want to check and fix the data,Yes
2020/12/17 2:10:57 PM GMT+11,No,No,,,,,,,,,,,
2020/12/17 2:30:56 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,For no-std;For async/await,No,,Yes
2020/12/17 2:54:48 PM GMT+11,Yes,No,.lock().unwrap(),No,,,No,,A manageable amount,,,,
2020/12/17 3:09:50 PM GMT+11,Yes,Yes,.lock()?,Yes,I want my program to terminate,Yes,No,,A manageable amount,For performance,Yes,I want my program to terminate,Yes
2020/12/17 3:12:42 PM GMT+11,Yes,No,.lock()?,No,,,No,,A manageable amount,,,,
2020/12/17 3:15:47 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate; Terminate!!!!!,No,No,,None,,,,
2020/12/17 3:40:52 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,,No
2020/12/17 4:23:38 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,For async/await,No,I want my program to terminate;I never want to access the data again,Yes
2020/12/17 4:49:10 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,,No,,No
2020/12/17 4:53:10 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,No,No,,A manageable amount,For performance;The standard parking strategy wasn't a good fit for me. ,No,"I want my program to terminate;I never want to access the data again;Basically, all my programs are always expected to not panic (or at least catch it before it leaves the ""main"" fn of the thread). If they do, something's really wrong. I want it logged and the program terminated, but recovering isn't really an option.",No
2020/12/17 5:44:57 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate,No,No,,None,,,,
2020/12/17 5:48:04 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance;For no-std;For async/await,No,,Yes
2020/12/17 6:03:28 PM GMT+11,Yes,No,.lock().unwrap(),No,I never want my program to terminate;I want to check and fix the data,No,No,,None,,,,
2020/12/17 6:25:41 PM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,None,For no-std;For async/await,No,,No
2020/12/17 6:51:53 PM GMT+11,Yes,No,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I never want my program to terminate;I want to check and fix the data;I never want to access the data again,Yes,No,,A manageable amount,For performance;For no-std;For async/await,No,,Yes
2020/12/17 6:57:31 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,,No,No,,A manageable amount,,,,Yes
2020/12/17 6:59:33 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate,No
2020/12/17 7:31:28 PM GMT+11,No,Yes,.lock(),No,,No,No,,None,To avoid having to write .lock.unwrap(),No,,No
2020/12/17 7:37:46 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,Yes,No,,None,,,,
2020/12/17 7:39:19 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want to access the data again,Yes,Yes,,,,,,
2020/12/17 8:04:51 PM GMT+11,Yes,No,.lock()?,Yes,I never want my program to terminate;I want to check and fix the data,No,No,,None,For performance;For async/await,No,I never want my program to terminate;I want to check and fix the data,No
2020/12/17 8:08:45 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,,,,
2020/12/17 8:24:38 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,Yes,No,,A manageable amount,,No,,Yes
2020/12/17 8:35:19 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,"I want my program to terminate;I want NOT terminating to be a rare inconvenient exception, not the obvious default. I rarely want to care about or recover from poison.",No,Yes,I pass refcounted structs containing mutexes in pub fields to callbacks... Not ideal design perhaps :],A manageable amount,For performance;For async/await,No,,Yes
2020/12/17 8:48:06 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,"I want my program to terminate;I never want my program to terminate;Sometimes I want a rollback of the data to the pre-locked state, maybe CoW or WriteOnLock",Yes,No,I hide these types with my own guard types that contain more meta-data,None,To avoid having to write .lock.unwrap();For performance,No,I never want my program to terminate;I want to access the data again;I want to rollback,Yes
2020/12/17 8:49:32 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,,Yes,No,,A manageable amount,,,,
2020/12/17 9:06:23 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate,Yes,Yes,As `Arc<Mutex<SomeType>>` in function parameters,A manageable amount,,,,
2020/12/17 9:18:37 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I want to check and fix the data;I never want to access the data again,Yes,No,,A manageable amount,,,,
2020/12/17 10:03:56 PM GMT+11,Yes,No,.lock().unwrap(),No,I want to access the data again;I want to check and fix the data,No,No,,,For performance,No,I want to check and fix the data,Yes
2020/12/17 10:31:34 PM GMT+11,Yes,No,.lock().unwrap(),No,I never want to access the data again,Yes,Yes,,A manageable amount,,,,
2020/12/17 11:33:14 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,Yes,No,,Too much,For async/await,No,I want my program to terminate,No
2020/12/17 11:57:23 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,"I want my program to terminate;I never want my program to terminate;I want to access the data again;I never want to access the data again;The good things with poisonning in std, is that it gives us a confidence that none of the dependent crates silently ignores poisonned mutexes. If we want to get rid of the costs of it is not necessary, I would prefer that std supports the two APIs (w/ and w/o poisonning) but does panic tracking for both and that we introduce a compilation flag to allow disabling panic-tracking for the code using the non-poisonning API. ",Yes,No,,A manageable amount,,,,
2020/12/18 12:42:54 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I want to check and fix the data,Yes,Yes,,A manageable amount,,,,
2020/12/18 1:06:21 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate,No,No,,A manageable amount,,No,,No
2020/12/18 1:38:42 AM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,None,,No,,No
2020/12/18 1:40:53 AM GMT+11,Yes,No,.lock()?,No,,No,No,,A manageable amount,,,,Yes
2020/12/18 1:53:16 AM GMT+11,No,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate,No
2020/12/18 1:59:22 AM GMT+11,Yes,Yes,.lock().unwrap();.lock().map_err(|e| OmgItIsCorruptedError)? or the equivalent .lock()? with a From impl,Yes,I want my program to terminate;I never want my program to terminate;I want to access the data again,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await;for static lock-wrapped objects without lazy_static,No,I want my program to terminate;I never want my program to terminate;I want to access the data again,Yes
2020/12/18 2:13:27 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to access the data again,No,Yes,,A manageable amount,For performance;For no-std,Yes,I want my program to terminate;I want to check and fix the data,Yes
2020/12/18 3:06:38 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to check and fix the data,No,,,A manageable amount,For performance;For async/await,No,I want my program to terminate;I want to check and fix the data,
2020/12/18 3:37:23 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I want to check and fix the data,Yes,No,,A manageable amount,,No,,No
2020/12/18 3:45:16 AM GMT+11,No,Yes,.lock(),No,I want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,I want to access the data again;I want to check and fix the data,No
2020/12/18 4:00:01 AM GMT+11,No,Yes,.lock()?,No,,No,No,,None,For async/await,No,I want my program to terminate,No
2020/12/18 4:20:20 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,None,For async/await,No,I want my program to terminate,No
2020/12/18 5:29:32 AM GMT+11,Yes,Yes,.lock()?,Yes,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,,No
2020/12/18 5:41:27 AM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,,,
2020/12/18 5:50:52 AM GMT+11,Yes,No,.lock()?,Yes,I want to access the data again;I want to propogate the error and let the library user decide,Yes,No,,A manageable amount,,,,
2020/12/18 6:04:44 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,,,,
2020/12/18 6:27:24 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,I never want to access the data again,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await,No,,No
2020/12/18 6:31:38 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,None,,,,No
2020/12/18 6:40:11 AM GMT+11,No,No,,,,,,,,,,,
2020/12/18 7:29:19 AM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,None,For async/await,No,,No
2020/12/18 7:40:57 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate;I want to access the data again;I want to check and fix the data,Yes
2020/12/18 7:43:00 AM GMT+11,Yes,No,.lock().unwrap(),No,,Yes,No,,None,,No,,Yes
2020/12/18 8:09:48 AM GMT+11,Yes,No,.lock().unwrap(),No,,Yes,No,,A manageable amount,,No,I want my program to terminate;I want to check and fix the data,Yes
2020/12/18 8:22:16 AM GMT+11,Yes,Yes,.lock()?,No,,Yes,No,,A manageable amount,For async/await,No,I never want to access the data again,Yes
2020/12/18 9:23:10 AM GMT+11,Yes,No,.lock()?,No,I want to check and fix the data;I never want to access the data again,No,No,,A manageable amount,,,,
2020/12/18 9:54:54 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want my program to terminate;I never want to access the data again,,No,,None,,,,Yes
2020/12/18 10:30:46 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want my program to terminate,No,No,,None,For performance,No,I want my program to terminate,Yes
2020/12/18 10:39:58 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I want to check and fix the data;I never want to access the data again,Yes,No,,None,For async/await,No,,Yes
2020/12/18 10:59:58 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,,No,No,,A manageable amount,,,,
2020/12/18 11:55:05 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,A manageable amount,To avoid having to write .lock.unwrap(),No,I want my program to terminate,No
2020/12/18 1:44:43 PM GMT+11,No,Yes,.lock()?,Yes,"I never want my program to terminate;I don’t want my program to crash, but I do want to be able to identify the issue (via logging/tracing) and then roll a fix ASAP. ",No,No,,A manageable amount,For performance;For no-std;For async/await,No,,Yes
2020/12/18 1:55:02 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want to check and fix the data;I want to reset the locks poisoned state.,No,No,,A manageable amount,,,,
2020/12/18 2:34:39 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,No,No,,None,,,,
2020/12/18 4:10:52 PM GMT+11,Yes,Yes,.lock()?,No,,No,No,,None,For performance,No,,Yes
2020/12/18 4:11:01 PM GMT+11,Yes,Yes,.lock()?,No,,No,No,,None,For performance,No,,Yes
2020/12/18 5:56:49 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,Yes,No,,A manageable amount,For performance,No,,Yes
2020/12/18 6:49:43 PM GMT+11,No,Yes,,,,,,,,For async/await,No,,Yes
2020/12/18 7:46:36 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,No,,Yes
2020/12/18 8:43:01 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,None,For async/await,No,,No
2020/12/18 8:52:43 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,,,,
2020/12/18 8:56:11 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,None,,No,,
2020/12/18 9:11:17 PM GMT+11,No,No,,,,,,,,,,,
2020/12/18 9:12:51 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want to access the data again,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For no-std;For async/await,No,I want to access the data again,No
2020/12/18 9:24:23 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,Yes,No,,None,For performance,No,I want my program to terminate,Yes
2020/12/18 9:30:16 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I want to access the data again,Yes,No,,,,No,,No
2020/12/18 9:30:50 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,,No,No,,A manageable amount,For async/await,No,,No
2020/12/18 10:55:10 PM GMT+11,Yes,Yes,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate;I want to access the data again,No
2020/12/18 11:23:18 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate,Yes,No,,A manageable amount,,No,I want my program to terminate;I never want my program to terminate;I never want to access the data again,Yes
2020/12/18 11:52:07 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,I never want my program to terminate;I want to check and fix the data,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance,Yes,I never want my program to terminate;I want to check and fix the data,Yes
2020/12/19 12:21:11 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,Yes,No,,A manageable amount,For no-std,No,I want my program to terminate,No
2020/12/19 12:42:14 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate,Yes,No,,A manageable amount,,No,,Yes
2020/12/19 1:11:28 AM GMT+11,Yes,Yes,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I want to access the data again;I never want to access the data again,Yes,No,,A manageable amount,For performance,Yes,I want my program to terminate,
2020/12/19 1:36:29 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?;.lock().unwrap_or_else(PoisonGuard::into_inner),No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,,No
2020/12/19 4:13:15 AM GMT+11,Yes,Yes,.lock().unwrap(),No,"I want my program to terminate;I never want my program to terminate;I want to access the data again;I never want to access the data again;Usually kill the offending thread/future and throw away its data, but don't stop the program. Or ignore poisoning completely, just unlock the lock.",No,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,"I want to access the data again;Almost always I lock just for threadsafety, not consistency under the lock.",No
2020/12/19 5:07:13 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I never want my program to terminate;I want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,,No
2020/12/19 5:33:52 AM GMT+11,Yes,Yes,.lock()?,No,,,No,,None,For async/await,No,,
2020/12/19 5:50:44 AM GMT+11,Yes,Yes,.lock()?;.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I never want my program to terminate;I never want to access the data again,Yes,Yes,Provide hooks to deal with poisoning for no-crash system. ,A manageable amount,For no-std,Yes,I want my program to terminate;I never want my program to terminate;I never want to access the data again,Yes
2020/12/19 6:10:33 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I never want my program to terminate;I want to check and fix the data,No,No,,A manageable amount,,,,
2020/12/19 6:30:08 AM GMT+11,Yes,Yes,.lock()?,No,,No,No,,None,To avoid having to write .lock.unwrap();For performance;For no-std,No,,Yes
2020/12/19 6:36:59 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,Yes,fn get(&self) -> impl Deref<Target=InnerType> { self.mutex.lock().unwrap() },A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await,No,,No
2020/12/19 6:49:38 AM GMT+11,No,Yes,.lock().unwrap(),Yes,I never want my program to terminate;I want to access the data again,No,Yes,Requiring an input to be given as an Arc<Mutex<>> or returning such a type,A manageable amount,To avoid having to write .lock.unwrap();For performance,No,,Yes
2020/12/19 7:04:42 AM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,None,For async/await,No,I want to check and fix the data;I never want to access the data again,Yes
2020/12/19 8:11:37 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I never want my program to terminate;I never want to access the data again,No,No,,None,For no-std,Yes,I never want my program to terminate;I never want to access the data again;I want a part of my program to terminate and restart while keeping the rest running.,Yes
2020/12/19 8:15:16 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,,,,,For async/await,No,I want my program to terminate,
2020/12/19 8:54:23 AM GMT+11,Yes,Yes,.lock().unwrap_or_else(PoisonGuard::into_inner),No,I want to access the data again,No,No,,A manageable amount,For async/await,No,I want to access the data again,No
2020/12/19 9:15:19 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I never want my program to terminate,No,No,,None,,No,,No
2020/12/19 10:05:57 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I never want to access the data again,Yes,,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For no-std;For async/await,,I want my program to terminate,Yes
2020/12/19 10:25:39 AM GMT+11,Yes,Yes,.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want to check and fix the data,Yes,No,,A manageable amount,To avoid having to write .lock.unwrap(),No,I want my program to terminate,Yes
2020/12/19 11:08:49 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,None,For performance,No,,No
2020/12/19 11:16:58 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,No,Yes,,None,,,,
2020/12/19 11:24:18 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to access the data again;I never want to access the data again,No,No,,None,,,,
2020/12/19 11:59:32 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,Yes,No,,None,To avoid having to write .lock.unwrap();For async/await,No,,Yes
2020/12/19 1:23:40 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,For async/await,No,,No
2020/12/19 1:28:25 PM GMT+11,Yes,No,.lock().unwrap(),No,I never want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,,,,
2020/12/19 1:32:20 PM GMT+11,Yes,No,.lock().unwrap();.lock()?;.lock().unwrap_or_else(PoisonGuard::into_inner),No,I want my program to terminate;I want to access the data again,Yes,No,,A manageable amount,,No,,Yes
2020/12/19 3:16:22 PM GMT+11,Yes,Yes,.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I never want my program to terminate;I want to access the data again;I want to check and fix the data,Yes,No,,None,additional functionality not provided by the standard library,No,,Yes
2020/12/19 3:34:51 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,None,,,,
2020/12/19 9:18:58 PM GMT+11,Yes,No,.lock()?,No,I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,,Yes,I want to access the data again;I want to check and fix the data,No
2020/12/19 10:36:46 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I never want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance;For no-std;For async/await,Yes,I want my program to terminate,Yes
2020/12/19 11:05:21 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,,No,,A manageable amount,For async/await,No,I want my program to terminate,Yes
2020/12/19 11:24:45 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,None,,No,,Yes
2020/12/19 11:46:03 PM GMT+11,Yes,Yes,.lock()?,Yes,"Depends on the use case. In many cases, I want to abort the current task but not the whole program.",Yes,,,A manageable amount,For async/await,No,,Yes
2020/12/20 1:59:59 AM GMT+11,Yes,Yes,.lock().unwrap(),No,Depends on the program ,Yes,No,,None,For performance;For async/await,No,Depends on the lock and the program ,Yes
2020/12/20 2:02:39 AM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,None,,,,
2020/12/20 2:09:03 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,A manageable amount,To avoid having to write .lock.unwrap(),No,,No
2020/12/20 2:31:49 AM GMT+11,Yes,No,.lock().unwrap(),No,I want to check and fix the data,No,No,,,,,,
2020/12/20 3:44:01 AM GMT+11,Yes,No,".lock().unwrap();.lock().except(""lock poisoned"")",Yes,"Depends on specific program, can't say for sure",,No,,None,,No,,No
2020/12/20 4:29:26 AM GMT+11,Yes,No,.lock()?,Yes,I never want my program to terminate;I want to access the data again;I want to check and fix the data,Yes,No,,A manageable amount,,,,
2020/12/20 5:02:39 AM GMT+11,Yes,No,.lock()?,No,I want my program to terminate;I want to check and fix the data;I never want to access the data again,Yes,No,,None,,,,
2020/12/20 5:07:18 AM GMT+11,Yes,Yes,.lock()?,No,I never want my program to terminate;I want to check and fix the data,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For async/await,Yes,I never want my program to terminate;I want to check and fix the data,Yes
2020/12/20 8:26:52 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await,No,,No
2020/12/20 8:50:29 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate;I want to access the data again;I want to check and fix the data;Log the data for debugging / manual restoration if needed,No,Yes,https://docs.rs/read_write_at/0.1.0/src/read_write_at/lib.rs.html#357,None,To avoid having to write .lock.unwrap();For performance,No,"I typically build with panic=abort for release, so poisoning does not matter at all.",No
2020/12/20 8:55:08 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,A manageable amount,For performance,No,I want my program to terminate,Yes
2020/12/20 9:00:54 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,No,No,,None,,No,,
2020/12/20 10:20:47 AM GMT+11,Yes,Yes,.lock()?,Yes,I never want my program to terminate;I want to check and fix the data,No,No,,None,For performance,Yes,I never want my program to terminate;I want to check and fix the data,Yes
2020/12/20 4:05:24 PM GMT+11,No,No,,,,,,,,,,,
2020/12/20 7:58:40 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to check and fix the data,Yes,No,,A manageable amount,,,,
2020/12/20 9:28:41 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,,,
2020/12/20 9:39:12 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want to check and fix the data,No,Yes,,A manageable amount,To avoid having to write .lock.unwrap();For async/await,No,,Yes
2020/12/20 9:54:52 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,I want my program to terminate,No,No,,None,For performance,No,I want my program to terminate,
2020/12/20 10:28:18 PM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,None,For async/await,No,,No
2020/12/21 2:57:29 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,Yes,Yes,Seriaization crate which has serialization trait impls for Mutex-guarded data. ,A manageable amount,For performance,No,I never want to access the data again,No
2020/12/21 5:13:48 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I never want my program to terminate;I want to access the data again,No,No,,A manageable amount,For no-std;For async/await,No,,No
2020/12/21 5:26:24 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,For performance,No,,
2020/12/21 6:18:23 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want to access the data again,No,No,,None,,No,,No
2020/12/21 6:37:21 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,I want to access the data again,No,No,,None,For async/await,No,,Yes
